date,sales,product,quantity,customer,unit_price
2025-02-07,66.11,Yogurt,1,CUST0282,66.11
2025-02-07,100.71,Sugar,2,CUST0208,50.35
2025-02-07,5.28,Eggs,1,CUST0052,5.28
2025-02-07,44.03,Wheat Flour,1,CUST0066,44.03
2025-02-07,77.24,Spices Mix,1,CUST0002,77.24
2025-02-07,143.49,Fruits,2,CUST0232,71.74
2025-02-07,43.25,Wheat Flour,1,CUST0024,43.25
2025-02-07,30.94,Biscuits,1,CUST0192,30.94
2025-02-07,245.46,Fish,1,CUST0151,245.46
2025-02-08,68.68,Onions,2,CUST0142,34.34
2025-02-08,169.06,Cooking Oil,1,CUST0235,169.06
2025-02-08,15.91,Eggs,3,CUST0234,5.3
2025-02-08,60.37,Yogurt,1,CUST0290,60.37
2025-02-08,208.65,Fruits,3,CUST0021,69.55
2025-02-08,162.36,Chicken,1,CUST0185,162.36
2025-02-08,594.97,Chicken,3,CUST0050,198.32
2025-02-08,102.23,Tea,1,CUST0263,102.23
2025-02-08,29.14,Biscuits,1,CUST0099,29.14
2025-02-08,258.17,Sugar,5,CUST0284,51.63
2025-02-08,127.82,Tea,1,CUST0245,127.82
2025-02-08,24.56,Bread,1,CUST0175,24.56
2025-02-08,81.63,Spices Mix,1,CUST0101,81.63
2025-02-08,48.27,Milk,1,CUST0106,48.27
2025-02-08,69.9,Basmati Rice,1,CUST0072,69.9
2025-02-08,95.76,Pulses,1,CUST0161,95.76
2025-02-08,118.04,Tomatoes,3,CUST0289,39.35
2025-02-08,50.66,Milk,1,CUST0118,50.66
2025-02-08,257.89,Tea,2,CUST0184,128.94
2025-02-08,108.01,Tea,1,CUST0267,108.01
2025-02-08,43.99,Sugar,1,CUST0261,43.99
2025-02-08,113.02,Bread,5,CUST0101,22.6
2025-02-08,201.77,Coffee,1,CUST0251,201.77
2025-02-08,195.16,Coffee,1,CUST0065,195.16
2025-02-08,673.27,Fish,3,CUST0083,224.42
2025-02-08,43.28,Wheat Flour,1,CUST0140,43.28
2025-02-08,91.93,Wheat Flour,2,CUST0066,45.97
2025-02-08,79.7,Tomatoes,2,CUST0093,39.85
2025-02-08,9.34,Eggs,2,CUST0216,4.67
2025-02-09,55.24,Yogurt,1,CUST0258,55.24
2025-02-09,170.24,Spices Mix,2,CUST0100,85.12
2025-02-09,131.57,Vegetables,3,CUST0042,43.86
2025-02-09,112.16,Pulses,1,CUST0142,112.16
2025-02-09,110.5,Tea,1,CUST0152,110.5
2025-02-09,49.55,Sugar,1,CUST0192,49.55
2025-02-09,30.77,Biscuits,1,CUST0244,30.77
2025-02-09,141.76,Milk,3,CUST0270,47.25
2025-02-09,133.67,Tea,1,CUST0158,133.67
2025-02-09,228.26,Coffee,1,CUST0107,228.26
2025-02-09,77.53,Onions,3,CUST0131,25.84
2025-02-09,56.43,Potatoes,2,CUST0029,28.21
2025-02-09,210.15,Coffee,1,CUST0241,210.15
2025-02-09,81.13,Fruits,1,CUST0252,81.13
2025-02-09,97.96,Biscuits,3,CUST0201,32.65
2025-02-09,237.93,Milk,5,CUST0287,47.59
2025-02-09,30.38,Biscuits,1,CUST0139,30.38
2025-02-09,191.88,Chicken,1,CUST0299,191.88
2025-02-09,88.6,Vegetables,2,CUST0014,44.3
2025-02-09,26.43,Potatoes,1,CUST0154,26.43
2025-02-09,40.84,Wheat Flour,1,CUST0139,40.84
2025-02-09,45.31,Wheat Flour,1,CUST0085,45.31
2025-02-09,39.12,Tomatoes,1,CUST0182,39.12
2025-02-09,264.91,Tea,2,CUST0218,132.45
2025-02-09,28.32,Biscuits,1,CUST0033,28.32
2025-02-09,274.1,Pulses,3,CUST0289,91.37
2025-02-09,339.94,Cooking Oil,2,CUST0112,169.97
2025-02-09,155.64,Milk,3,CUST0185,51.88
2025-02-09,61.17,Onions,2,CUST0204,30.58
2025-02-09,26.81,Bread,1,CUST0176,26.81
2025-02-09,39.45,Vegetables,1,CUST0030,39.45
2025-02-09,91.32,Tomatoes,2,CUST0097,45.66
2025-02-10,226.4,Milk,5,CUST0027,45.28
2025-02-10,34.26,Biscuits,1,CUST0051,34.26
2025-02-10,179.86,Coffee,1,CUST0046,179.86
2025-02-10,49.13,Sugar,1,CUST0204,49.13
2025-02-10,105.1,Tomatoes,3,CUST0230,35.03
2025-02-10,243.14,Milk,5,CUST0165,48.63
2025-02-10,74.87,Spices Mix,1,CUST0277,74.87
2025-02-10,151.42,Fruits,2,CUST0193,75.71
2025-02-10,25.78,Bread,1,CUST0264,25.78
2025-02-10,86.36,Fruits,1,CUST0254,86.36
2025-02-10,146.16,Basmati Rice,2,CUST0198,73.08
2025-02-10,33.88,Biscuits,1,CUST0059,33.88
2025-02-10,34.23,Wheat Flour,1,CUST0214,34.23
2025-02-10,237.77,Fish,1,CUST0129,237.77
2025-02-11,25.45,Bread,1,CUST0239,25.45
2025-02-11,68.32,Fruits,1,CUST0268,68.32
2025-02-11,170.99,Chicken,1,CUST0289,170.99
2025-02-11,395.76,Chicken,2,CUST0262,197.88
2025-02-11,49.96,Milk,1,CUST0297,49.96
2025-02-11,23.25,Potatoes,1,CUST0253,23.25
2025-02-11,177.48,Spices Mix,2,CUST0176,88.74
2025-02-11,4.38,Eggs,1,CUST0027,4.38
2025-02-11,91.47,Spices Mix,1,CUST0271,91.47
2025-02-11,171.42,Chicken,1,CUST0148,171.42
2025-02-11,209.58,Fish,1,CUST0269,209.58
2025-02-11,207.67,Wheat Flour,5,CUST0054,41.53
2025-02-11,322.63,Cooking Oil,2,CUST0172,161.32
2025-02-11,33.9,Biscuits,1,CUST0078,33.9
2025-02-11,75.77,Bread,3,CUST0069,25.26
2025-02-11,118.57,Tea,1,CUST0226,118.57
2025-02-11,119.19,Tea,1,CUST0200,119.19
2025-02-11,221.59,Vegetables,5,CUST0265,44.32
2025-02-11,29.97,Biscuits,1,CUST0243,29.97
2025-02-11,27.53,Bread,1,CUST0042,27.53
2025-02-11,221.21,Pulses,2,CUST0293,110.61
2025-02-11,284.09,Cooking Oil,2,CUST0193,142.05
2025-02-11,72.11,Vegetables,2,CUST0153,36.06
2025-02-11,52.14,Milk,1,CUST0023,52.14
2025-02-11,91.15,Sugar,2,CUST0190,45.58
2025-02-11,40.85,Wheat Flour,1,CUST0051,40.85
2025-02-12,127.2,Vegetables,3,CUST0297,42.4
2025-02-12,26.07,Onions,1,CUST0035,26.07
2025-02-12,656.66,Fish,3,CUST0275,218.89
2025-02-12,271.01,Pulses,3,CUST0069,90.34
2025-02-12,35.18,Wheat Flour,1,CUST0136,35.18
2025-02-12,611.77,Chicken,3,CUST0112,203.92
2025-02-12,69.83,Tomatoes,2,CUST0202,34.92
2025-02-12,98.34,Sugar,2,CUST0159,49.17
2025-02-12,54.93,Bread,2,CUST0212,27.46
2025-02-12,87.58,Tomatoes,2,CUST0097,43.79
2025-02-12,310.09,Cooking Oil,2,CUST0235,155.05
2025-02-12,151.92,Milk,3,CUST0075,50.64
2025-02-12,82.27,Biscuits,3,CUST0194,27.42
2025-02-12,114.38,Yogurt,2,CUST0017,57.19
2025-02-12,124.38,Tomatoes,3,CUST0283,41.46
2025-02-12,149.75,Milk,3,CUST0040,49.92
2025-02-12,107.56,Pulses,1,CUST0261,107.56
2025-02-12,54.64,Potatoes,2,CUST0090,27.32
2025-02-12,175.62,Coffee,1,CUST0104,175.62
2025-02-12,178.74,Coffee,1,CUST0254,178.74
2025-02-12,54.66,Milk,1,CUST0186,54.66
2025-02-13,89.42,Onions,3,CUST0065,29.81
2025-02-13,81.24,Vegetables,2,CUST0165,40.62
2025-02-13,50.67,Milk,1,CUST0275,50.67
2025-02-13,78.07,Fruits,1,CUST0118,78.07
2025-02-13,74.31,Spices Mix,1,CUST0132,74.31
2025-02-13,234.58,Fish,1,CUST0037,234.58
2025-02-13,61.08,Onions,2,CUST0158,30.54
2025-02-13,203.56,Fish,1,CUST0177,203.56
2025-02-13,122.72,Tomatoes,3,CUST0200,40.91
2025-02-13,66.89,Biscuits,2,CUST0033,33.44
2025-02-13,154.16,Spices Mix,2,CUST0108,77.08
2025-02-13,88.86,Basmati Rice,1,CUST0260,88.86
2025-02-13,44.44,Tomatoes,1,CUST0266,44.44
2025-02-13,77.36,Spices Mix,1,CUST0280,77.36
2025-02-13,136.84,Yogurt,2,CUST0046,68.42
2025-02-13,101.09,Biscuits,3,CUST0253,33.7
2025-02-13,132.78,Tea,1,CUST0295,132.78
2025-02-13,40.13,Wheat Flour,1,CUST0067,40.13
2025-02-14,26.91,Biscuits,1,CUST0032,26.91
2025-02-14,10.41,Eggs,2,CUST0021,5.21
2025-02-14,566.92,Pulses,5,CUST0212,113.38
2025-02-14,169.64,Cooking Oil,1,CUST0228,169.64
2025-02-14,82.16,Vegetables,2,CUST0224,41.08
2025-02-14,860.55,Cooking Oil,5,CUST0045,172.11
2025-02-14,16.69,Eggs,3,CUST0246,5.56
2025-02-14,71.44,Fruits,1,CUST0057,71.44
2025-02-14,142.52,Fruits,2,CUST0155,71.26
2025-02-14,68.08,Onions,2,CUST0235,34.04
2025-02-14,80.64,Tomatoes,2,CUST0075,40.32
2025-02-14,39.27,Sugar,1,CUST0133,39.27
2025-02-14,33.99,Biscuits,1,CUST0264,33.99
2025-02-14,113.32,Vegetables,3,CUST0066,37.77
2025-02-14,84.69,Vegetables,2,CUST0250,42.35
2025-02-14,4.51,Eggs,1,CUST0283,4.51
2025-02-14,38.62,Sugar,1,CUST0195,38.62
2025-02-14,128.31,Vegetables,3,CUST0205,42.77
2025-02-14,27.98,Potatoes,1,CUST0290,27.98
2025-02-14,39.95,Tomatoes,1,CUST0018,39.95
2025-02-14,396.93,Fish,2,CUST0172,198.46
2025-02-14,42.78,Milk,1,CUST0221,42.78
2025-02-15,60.67,Yogurt,1,CUST0062,60.67
2025-02-15,201.62,Pulses,2,CUST0219,100.81
2025-02-15,32.57,Onions,1,CUST0231,32.57
2025-02-15,24.25,Bread,1,CUST0219,24.25
2025-02-15,43.02,Bread,2,CUST0159,21.51
2025-02-15,48.94,Sugar,1,CUST0170,48.94
2025-02-15,494.19,Fish,2,CUST0170,247.09
2025-02-15,15.47,Eggs,3,CUST0207,5.16
2025-02-15,190.47,Fish,1,CUST0067,190.47
2025-02-15,162.24,Fruits,2,CUST0186,81.12
2025-02-15,54.73,Onions,2,CUST0001,27.37
2025-02-15,60.3,Yogurt,1,CUST0215,60.3
2025-02-15,13.27,Eggs,3,CUST0153,4.42
2025-02-15,55.78,Onions,2,CUST0154,27.89
2025-02-15,50.95,Milk,1,CUST0057,50.95
2025-02-15,145.24,Basmati Rice,2,CUST0168,72.62
2025-02-15,117.7,Yogurt,2,CUST0142,58.85
2025-02-15,23.86,Bread,1,CUST0059,23.86
2025-02-15,25.19,Bread,1,CUST0002,25.19
2025-02-15,26.12,Potatoes,1,CUST0140,26.12
2025-02-15,51.44,Sugar,1,CUST0166,51.44
2025-02-15,166.54,Basmati Rice,2,CUST0205,83.27
2025-02-15,176.24,Basmati Rice,2,CUST0277,88.12
2025-02-15,188.89,Chicken,1,CUST0211,188.89
2025-02-15,45.42,Vegetables,1,CUST0193,45.42
2025-02-15,110.0,Pulses,1,CUST0134,110.0
2025-02-15,66.29,Biscuits,2,CUST0004,33.15
2025-02-15,24.08,Potatoes,1,CUST0013,24.08
2025-02-15,173.04,Coffee,1,CUST0214,173.04
2025-02-15,158.28,Basmati Rice,2,CUST0145,79.14
2025-02-15,130.59,Tea,1,CUST0036,130.59
2025-02-16,8.75,Eggs,2,CUST0214,4.37
2025-02-16,233.96,Tea,2,CUST0211,116.98
2025-02-16,186.4,Chicken,1,CUST0215,186.4
2025-02-16,202.55,Coffee,1,CUST0176,202.55
2025-02-16,82.66,Tomatoes,2,CUST0142,41.33
2025-02-16,91.75,Fruits,1,CUST0081,91.75
2025-02-16,34.22,Onions,1,CUST0099,34.22
2025-02-16,200.47,Fish,1,CUST0279,200.47
2025-02-16,40.37,Vegetables,1,CUST0295,40.37
2025-02-16,27.69,Bread,1,CUST0227,27.69
2025-02-16,183.43,Coffee,1,CUST0264,183.43
2025-02-16,195.07,Coffee,1,CUST0229,195.07
2025-02-16,51.91,Onions,2,CUST0062,25.96
2025-02-16,110.42,Potatoes,5,CUST0053,22.08
2025-02-16,78.13,Tomatoes,2,CUST0233,39.07
2025-02-16,137.3,Vegetables,3,CUST0199,45.77
2025-02-16,104.95,Tea,1,CUST0215,104.95
2025-02-16,202.53,Chicken,1,CUST0211,202.53
2025-02-17,39.43,Wheat Flour,1,CUST0140,39.43
2025-02-17,97.05,Sugar,2,CUST0187,48.53
2025-02-17,83.07,Spices Mix,1,CUST0044,83.07
2025-02-17,142.35,Cooking Oil,1,CUST0116,142.35
2025-02-17,16.15,Eggs,3,CUST0240,5.38
2025-02-17,381.06,Basmati Rice,5,CUST0203,76.21
2025-02-17,243.98,Sugar,5,CUST0170,48.8
2025-02-17,23.39,Bread,1,CUST0081,23.39
2025-02-17,220.14,Tea,2,CUST0155,110.07
2025-02-17,133.18,Tea,1,CUST0087,133.18
2025-02-17,226.65,Sugar,5,CUST0038,45.33
2025-02-17,4.47,Eggs,1,CUST0092,4.47
2025-02-17,69.9,Spices Mix,1,CUST0050,69.9
2025-02-17,193.44,Chicken,1,CUST0033,193.44
2025-02-18,137.09,Fruits,2,CUST0079,68.55
2025-02-18,154.46,Fruits,2,CUST0085,77.23
2025-02-18,234.47,Sugar,5,CUST0118,46.89
2025-02-18,40.2,Wheat Flour,1,CUST0039,40.2
2025-02-18,45.7,Milk,1,CUST0212,45.7
2025-02-18,91.55,Milk,2,CUST0224,45.78
2025-02-18,329.83,Cooking Oil,2,CUST0264,164.92
2025-02-18,130.09,Yogurt,2,CUST0004,65.04
2025-02-18,41.53,Vegetables,1,CUST0069,41.53
2025-02-18,49.64,Potatoes,2,CUST0225,24.82
2025-02-18,39.66,Tomatoes,1,CUST0122,39.66
2025-02-18,70.07,Bread,3,CUST0168,23.36
2025-02-18,248.4,Fish,1,CUST0105,248.4
2025-02-18,45.77,Tomatoes,1,CUST0250,45.77
2025-02-18,90.5,Tomatoes,2,CUST0106,45.25
2025-02-18,201.44,Coffee,1,CUST0063,201.44
2025-02-18,71.13,Tomatoes,2,CUST0155,35.57
2025-02-18,75.82,Spices Mix,1,CUST0201,75.82
2025-02-18,36.64,Wheat Flour,1,CUST0290,36.64
2025-02-18,112.1,Milk,2,CUST0149,56.05
2025-02-18,127.89,Bread,5,CUST0208,25.58
2025-02-18,160.06,Chicken,1,CUST0125,160.06
2025-02-18,500.72,Chicken,3,CUST0256,166.91
2025-02-18,23.74,Potatoes,1,CUST0142,23.74
2025-02-18,212.73,Coffee,1,CUST0115,212.73
2025-02-19,209.9,Fish,1,CUST0118,209.9
2025-02-19,37.94,Vegetables,1,CUST0195,37.94
2025-02-19,198.39,Fish,1,CUST0127,198.39
2025-02-19,84.7,Biscuits,3,CUST0169,28.23
2025-02-19,26.02,Bread,1,CUST0237,26.02
2025-02-19,43.46,Potatoes,2,CUST0172,21.73
2025-02-19,24.09,Bread,1,CUST0064,24.09
2025-02-19,327.98,Cooking Oil,2,CUST0166,163.99
2025-02-19,42.53,Vegetables,1,CUST0051,42.53
2025-02-19,147.57,Cooking Oil,1,CUST0100,147.57
2025-02-19,103.99,Tea,1,CUST0287,103.99
2025-02-19,40.46,Tomatoes,1,CUST0126,40.46
2025-02-19,75.56,Potatoes,3,CUST0049,25.19
2025-02-19,178.52,Vegetables,5,CUST0106,35.7
2025-02-19,32.17,Biscuits,1,CUST0275,32.17
2025-02-19,368.87,Basmati Rice,5,CUST0122,73.77
2025-02-19,39.93,Tomatoes,1,CUST0162,39.93
2025-02-19,50.89,Sugar,1,CUST0157,50.89
2025-02-19,119.69,Tomatoes,3,CUST0214,39.9
2025-02-20,45.83,Sugar,1,CUST0079,45.83
2025-02-20,41.09,Sugar,1,CUST0158,41.09
2025-02-20,635.96,Fish,3,CUST0120,211.99
2025-02-20,200.0,Chicken,1,CUST0167,200.0
2025-02-20,153.68,Spices Mix,2,CUST0223,76.84
2025-02-20,77.89,Spices Mix,1,CUST0117,77.89
2025-02-20,45.06,Sugar,1,CUST0005,45.06
2025-02-20,143.36,Potatoes,5,CUST0213,28.67
2025-02-20,171.01,Spices Mix,2,CUST0068,85.5
2025-02-20,163.54,Spices Mix,2,CUST0120,81.77
2025-02-20,49.86,Milk,1,CUST0017,49.86
2025-02-20,188.99,Coffee,1,CUST0236,188.99
2025-02-20,194.32,Pulses,2,CUST0134,97.16
2025-02-20,85.3,Milk,2,CUST0079,42.65
2025-02-20,80.0,Basmati Rice,1,CUST0067,80.0
2025-02-20,65.26,Bread,3,CUST0194,21.75
2025-02-20,55.21,Onions,2,CUST0180,27.61
2025-02-20,322.13,Pulses,3,CUST0132,107.38
2025-02-20,39.7,Vegetables,1,CUST0039,39.7
2025-02-20,100.03,Sugar,2,CUST0036,50.01
2025-02-20,41.48,Sugar,1,CUST0165,41.48
2025-02-20,45.4,Vegetables,1,CUST0026,45.4
2025-02-21,70.09,Fruits,1,CUST0217,70.09
2025-02-21,39.58,Sugar,1,CUST0099,39.58
2025-02-21,85.72,Biscuits,3,CUST0045,28.57
2025-02-21,10.14,Eggs,2,CUST0053,5.07
2025-02-21,72.33,Spices Mix,1,CUST0099,72.33
2025-02-21,41.69,Tomatoes,1,CUST0095,41.69
2025-02-21,62.87,Yogurt,1,CUST0140,62.87
2025-02-21,4.98,Eggs,1,CUST0055,4.98
2025-02-21,144.03,Cooking Oil,1,CUST0260,144.03
2025-02-21,68.72,Vegetables,2,CUST0185,34.36
2025-02-21,307.8,Cooking Oil,2,CUST0217,153.9
2025-02-21,80.2,Spices Mix,1,CUST0014,80.2
2025-02-21,43.4,Milk,1,CUST0143,43.4
2025-02-21,37.2,Wheat Flour,1,CUST0035,37.2
2025-02-21,304.1,Cooking Oil,2,CUST0228,152.05
2025-02-21,5.54,Eggs,1,CUST0293,5.54
2025-02-21,237.94,Fish,1,CUST0291,237.94
2025-02-21,38.63,Tomatoes,1,CUST0180,38.63
2025-02-21,80.75,Sugar,2,CUST0240,40.38
2025-02-22,71.54,Basmati Rice,1,CUST0021,71.54
2025-02-22,9.46,Eggs,2,CUST0024,4.73
2025-02-22,209.9,Fish,1,CUST0127,209.9
2025-02-22,26.95,Potatoes,1,CUST0208,26.95
2025-02-22,64.99,Onions,2,CUST0251,32.49
2025-02-22,142.96,Cooking Oil,1,CUST0257,142.96
2025-02-22,112.4,Yogurt,2,CUST0107,56.2
2025-02-22,68.32,Basmati Rice,1,CUST0254,68.32
2025-02-22,84.87,Spices Mix,1,CUST0124,84.87
2025-02-22,13.57,Eggs,3,CUST0139,4.52
2025-02-22,5.04,Eggs,1,CUST0165,5.04
2025-02-22,35.06,Tomatoes,1,CUST0105,35.06
2025-02-22,68.72,Spices Mix,1,CUST0002,68.72
2025-02-22,414.55,Coffee,2,CUST0240,207.28
2025-02-22,45.21,Wheat Flour,1,CUST0124,45.21
2025-02-22,233.8,Fish,1,CUST0047,233.8
2025-02-22,185.22,Coffee,1,CUST0061,185.22
2025-02-22,56.01,Milk,1,CUST0149,56.01
2025-02-22,120.52,Tea,1,CUST0260,120.52
2025-02-22,44.42,Vegetables,1,CUST0127,44.42
2025-02-22,91.78,Pulses,1,CUST0021,91.78
2025-02-22,26.21,Potatoes,1,CUST0291,26.21
2025-02-23,204.29,Chicken,1,CUST0031,204.29
2025-02-23,51.66,Onions,2,CUST0010,25.83
2025-02-23,82.34,Spices Mix,1,CUST0014,82.34
2025-02-23,57.02,Bread,2,CUST0181,28.51
2025-02-23,196.43,Coffee,1,CUST0259,196.43
2025-02-23,131.26,Vegetables,3,CUST0160,43.75
2025-02-23,43.19,Wheat Flour,1,CUST0197,43.19
2025-02-23,72.28,Spices Mix,1,CUST0275,72.28
2025-02-23,133.84,Tomatoes,3,CUST0021,44.61
2025-02-23,214.14,Coffee,1,CUST0251,214.14
2025-02-23,30.07,Biscuits,1,CUST0150,30.07
2025-02-23,229.72,Coffee,1,CUST0108,229.72
2025-02-23,225.77,Fish,1,CUST0265,225.77
2025-02-23,148.58,Onions,5,CUST0090,29.72
2025-02-23,47.38,Potatoes,2,CUST0028,23.69
2025-02-23,246.56,Sugar,5,CUST0199,49.31
2025-02-23,89.48,Milk,2,CUST0163,44.74
2025-02-23,81.42,Basmati Rice,1,CUST0156,81.42
2025-02-23,85.31,Spices Mix,1,CUST0079,85.31
2025-02-23,92.46,Milk,2,CUST0167,46.23
2025-02-23,41.9,Sugar,1,CUST0249,41.9
2025-02-23,5.42,Eggs,1,CUST0014,5.42
2025-02-23,93.02,Milk,2,CUST0299,46.51
2025-02-23,4.49,Eggs,1,CUST0038,4.49
2025-02-23,55.15,Yogurt,1,CUST0136,55.15
2025-02-23,31.06,Biscuits,1,CUST0081,31.06
